DEPT,GR,RHOB,NPHI,RD
497.0,82.7272,2.4546,0.4582,1195.415
497.5,88.3613,2.4282,0.4343,67.3009
498.0,88.5596,2.4039,0.4026,2.3452
498.5,88.758,2.3837,0.3947,1.9047
499.0,90.153,2.406,0.3915,7.8359
499.5,90.1572,2.4142,0.405,129.1813
500.0,91.3464,2.4081,0.4074,150.6619
500.5,93.1302,2.4062,0.4106,1026.1841
501.0,95.506,2.4224,0.3935,77.8952
501.5,97.2901,2.457,0.3741,18.3059
502.0,97.2946,2.461,0.3494,9.7849
502.5,97.891,2.4712,0.3478,6.8913
503.0,100.8621,2.4672,0.3319,7.1309
503.5,102.0519,2.4591,0.3343,7.3789
504.0,104.4301,2.4551,0.3399,7.6356
504.5,97.3128,2.4531,0.3614,7.8971
505.0,97.9108,2.4593,0.3733,7.9699
505.5,99.1007,2.4816,0.3677,7.9708
506.0,102.6676,2.4918,0.3272,7.9719
506.5,102.0757,2.4959,0.3232,7.9729
507.0,101.487,2.4959,0.3288,7.9739
507.5,101.4901,2.494,0.3407,7.9749
508.0,101.4949,2.494,0.3399,7.976
508.5,99.7189,2.4961,0.3249,7.977
509.0,99.1284,2.4981,0.3098,7.978
509.5,96.7586,2.5083,0.2986,7.9069
510.0,96.7616,2.5104,0.2986,7.9075
510.5,97.3598,2.5094,0.2936,7.7945
511.0,92.0197,2.5054,0.2987,7.6831
511.5,90.8365,2.5034,0.3114,7.5734
512.0,93.2142,2.4994,0.309,7.4652
512.5,96.7811,2.4873,0.3066,7.3585
513.0,97.3794,2.4833,0.3019,7.2295
513.5,97.384,2.4813,0.3003,7.23
514.0,96.7917,2.4813,0.3067,7.2047
514.5,96.3578,2.4854,0.3138,7.1795
515.0,95.9239,2.4935,0.321,7.1543
515.5,95.0221,2.4976,0.3234,7.1293
516.0,95.6204,2.4977,0.3154,7.1043
516.5,95.6234,2.4997,0.3138,7.0794
517.0,96.2218,2.4978,0.317,7.0546
517.5,97.4158,2.5114,0.3218,7.0299
518.0,97.4173,2.5029,0.3234,7.0053
518.5,97.4204,2.5009,0.3234,6.9808
519.0,98.019,2.501,0.3226,6.9563
519.5,96.2398,2.501,0.321,6.9211
520.0,99.0915,2.499,0.3258,6.9213
520.5,101.9432,2.495,0.3417,6.8599
521.0,104.7949,2.4934,0.3393,6.7376
521.5,105.7633,2.489,0.3401,6.6779
522.0,105.1723,2.4851,0.3441,6.6289
522.5,104.6815,2.4752,0.3481,6.5803
523.0,104.1908,2.4991,0.3521,6.532
523.5,103.7,2.5108,0.3422,6.4841
524.0,103.2092,2.5413,0.3283,6.4366
524.5,102.7184,2.555,0.3291,6.3894
525.0,101.6325,2.5211,0.3454,6.3425
525.5,102.8244,2.4883,0.3618,6.296
526.0,105.8012,2.4566,0.3791,6.2499
526.5,106.3989,2.4604,0.3791,6.2191
527.0,106.9983,2.4671,0.3752,6.2196
527.5,106.4072,2.4699,0.3704,6.2258
528.0,106.4121,2.4719,0.3664,6.2319
528.5,106.4155,2.477,0.3569,6.2381
529.0,106.4204,2.4785,0.341,6.2443
529.5,107.0183,2.48,0.3331,6.2504
530.0,104.645,2.482,0.3291,6.2566
530.5,102.8644,2.4884,0.3236,6.2628
531.0,101.68,2.4936,0.3236,6.269
531.5,101.6848,2.4976,0.3379,6.2268
532.0,102.8772,2.499,0.3411,6.0608
532.5,103.4768,2.4964,0.3435,6.0064
533.0,104.6694,2.495,0.3347,5.8853
533.5,106.4586,2.4975,0.3268,5.7665
534.0,108.841,2.5003,0.326,5.6502
534.5,113.6045,2.5036,0.3252,5.5362
535.0,113.0132,2.503,0.326,5.4246
535.5,111.234,2.4969,0.3229,5.3151
536.0,110.0477,2.4942,0.3189,5.2079
536.5,111.2427,2.4849,0.3197,5.0627
537.0,112.4359,2.472,0.337,5.0174
537.5,113.0379,2.4767,0.3507,4.9725
538.0,111.2548,2.4927,0.3507,4.9283
538.5,109.5804,2.506,0.3417,4.8366
539.0,107.9061,2.5047,0.334,4.7467
539.5,106.2317,2.4897,0.3372,4.6584
540.0,105.3233,2.4746,0.351,4.5717
540.5,112.4675,2.4641,0.3714,4.4867
541.0,114.8532,2.4697,0.369,4.4032
541.5,116.0471,2.4879,0.3658,4.3213
542.0,115.4574,2.5098,0.3515,4.2409
542.5,114.8658,2.5249,0.3547,4.1541
543.0,114.276,2.5301,0.3672,4.1545
543.5,113.6843,2.516,0.3797,4.155
544.0,113.6897,2.4809,0.3922,4.2424
544.5,114.9774,2.451,0.4047,4.3317
545.0,115.4729,2.413,0.4135,4.4229
545.5,116.0658,2.4355,0.3817,4.516
546.0,114.2794,2.4804,0.3619,4.6111
546.5,113.6825,2.488,0.3523,4.7203
547.0,113.681,2.4737,0.3563,4.7635
547.5,114.8686,2.469,0.3642,4.8075
548.0,114.8672,2.4712,0.3682,4.852
548.5,114.2705,2.4743,0.3769,4.8521
549.0,113.0801,2.4694,0.3777,4.866
549.5,112.4838,2.4576,0.3761,4.8799
550.0,113.6715,2.4691,0.3737,4.8939
550.5,113.6696,2.473,0.3697,4.9079
551.0,112.4798,2.4749,0.3633,4.922
551.5,110.6955,2.4748,0.3609,4.9361
552.0,113.0708,2.4679,0.3617,4.9453
552.5,114.2571,2.4679,0.3601,4.946
553.0,116.0377,2.4778,0.3569,4.9464
553.5,117.8172,2.48,0.364,4.9472
554.0,117.8155,2.4801,0.372,4.9475
554.5,121.3756,2.482,0.3839,4.9481
555.0,120.7799,2.5004,0.3846,4.9488
555.5,119.5897,2.5096,0.3743,4.9495
556.0,118.3999,2.5228,0.36,4.9501
556.5,116.6178,2.5247,0.3552,4.9508
557.0,114.835,2.529,0.3465,4.9514
557.5,114.2403,2.5091,0.3425,4.9523
558.0,114.2383,2.5078,0.3377,4.9976
558.5,114.8302,2.5117,0.3353,4.9982
559.0,117.2006,2.5181,0.3377,4.9989
559.5,117.199,2.4977,0.3631,4.9945
560.0,118.3826,2.4726,0.3646,4.99
560.5,116.0092,2.4633,0.3607,4.9855
561.0,117.1927,2.4637,0.3551,4.9811
561.5,118.3766,2.4643,0.3479,4.9766
562.0,117.7811,2.4657,0.3479,4.9722
562.5,116.5942,2.4677,0.3495,4.9678
563.0,115.9993,2.4788,0.3518,4.9633
563.5,114.219,2.4896,0.3526,4.9589
564.0,113.6259,2.4963,0.3439,4.9545
564.5,112.4393,2.4999,0.3415,4.95
565.0,112.4382,2.5019,0.3526,4.9456
565.5,113.6209,2.5062,0.3613,4.9412
566.0,114.2118,2.5144,0.3613,4.9368
566.5,114.2098,2.5249,0.3406,4.9324
567.0,114.2082,2.5282,0.3358,4.928
567.5,114.7982,2.5147,0.3319,4.9236
568.0,117.1643,2.5,0.3287,4.92
568.5,115.3866,2.4895,0.3255,4.9205
569.0,114.2017,2.4817,0.3263,4.9209
569.5,113.0164,2.4854,0.3318,4.9447
570.0,112.4236,2.4905,0.3334,4.9686
570.5,113.6049,2.4929,0.3365,4.9927
571.0,115.378,2.4938,0.3429,5.0168
571.5,117.7414,2.495,0.3333,5.0411
572.0,122.468,2.495,0.3301,5.0655
572.5,122.4669,2.4943,0.3349,5.09
573.0,120.6913,2.4924,0.3412,5.1146
573.5,115.3678,2.488,0.3547,5.1394
574.0,108.2742,2.4799,0.3499,5.1643
574.5,107.6825,2.4775,0.3483,5.1893
575.0,107.0906,2.4815,0.3499,5.2144
575.5,105.9083,2.4914,0.3578,5.2396
576.0,106.4983,2.4988,0.3602,5.1116
576.5,108.2697,2.4964,0.3586,5.1587
577.0,111.2213,2.4932,0.3498,5.1592
577.5,112.9919,2.4939,0.3419,5.1598
578.0,113.5806,2.4985,0.3395,5.1671
578.5,113.5794,2.5061,0.3426,5.1745
579.0,113.5775,2.5111,0.345,5.1818
579.5,114.7554,2.5072,0.3506,5.1892
580.0,112.9842,2.496,0.3593,5.1965
580.5,112.3929,2.492,0.3609,5.2039
581.0,110.031,2.4882,0.3616,5.2116
581.5,108.2601,2.4863,0.3624,5.2594
582.0,106.4889,2.4863,0.3672,5.3082
582.5,107.668,2.4843,0.3688,5.3085
583.0,110.0261,2.4824,0.3751,5.3191
583.5,111.2046,2.4816,0.3751,5.3297
584.0,112.972,2.4875,0.3624,5.3403
584.5,112.9696,2.4878,0.356,5.3509
585.0,111.201,2.4922,0.3289,5.3604
585.5,104.4697,2.5006,0.3337,5.361
