DEPT,GR,RHOB,NPHI,RD
2503.5,124.809,2.543,0.263,5.968
2504.0,120.107,2.542,0.263,5.9492
2504.5,117.002,2.541,0.262,6.0989
2505.0,119.214,2.5398,0.253,6.2724
2505.5,121.561,2.5329,0.244,6.3161
2506.0,123.924,2.5287,0.242,6.2166
2506.5,128.389,2.5166,0.253,6.0926
2507.0,136.582,2.4727,0.259,5.9686
2507.5,144.748,2.4315,0.271,5.8138
2508.0,152.101,2.4167,0.283,5.7562
2508.5,149.904,2.4415,0.272,5.8051
2509.0,141.827,2.4615,0.254,5.8705
2509.5,122.836,2.4793,0.237,5.9355
2510.0,115.979,2.4922,0.219,6.0662
2510.5,112.976,2.5023,0.201,6.4624
2511.0,110.465,2.5142,0.203,6.9364
2511.5,111.039,2.5252,0.211,7.1386
2512.0,112.592,2.535,0.222,7.1892
2512.5,112.578,2.537,0.233,7.2396
2513.0,109.44,2.539,0.243,7.2807
2513.5,106.503,2.54,0.237,7.279
2514.0,108.523,2.541,0.232,7.255
2514.5,112.822,2.543,0.226,7.2241
2515.0,118.525,2.544,0.224,7.1255
2515.5,124.307,2.545,0.225,6.9845
2516.0,125.282,2.547,0.23,6.8435
2516.5,123.317,2.547,0.236,6.7025
2517.0,121.324,2.537,0.242,6.5781
2517.5,119.218,2.529,0.249,6.59
2518.0,120.153,2.521,0.244,6.6791
2518.5,121.963,2.528,0.235,6.7615
2519.0,117.54,2.535,0.236,6.8441
2519.5,113.128,2.5439,0.24,6.9265
2520.0,108.748,2.549,0.234,7.0091
2520.5,104.314,2.552,0.227,7.0915
2521.0,102.268,2.555,0.218,7.1735
2521.5,106.691,2.557,0.222,7.2561
2522.0,108.974,2.5609,0.228,7.3308
2522.5,109.422,2.56,0.234,7.343
2523.0,109.814,2.5561,0.241,7.3154
2523.5,115.022,2.5531,0.246,7.288
2524.0,122.339,2.5491,0.246,7.2604
2524.5,121.179,2.5461,0.237,7.233
2525.0,114.998,2.5431,0.239,7.2054
2525.5,106.18,2.543,0.244,7.178
2526.0,108.919,2.542,0.247,7.1504
2526.5,111.108,2.542,0.246,7.123
2527.0,112.677,2.543,0.241,7.0954
2527.5,111.714,2.544,0.237,7.068
2528.0,110.66,2.5459,0.235,7.0416
2528.5,109.701,2.547,0.231,6.9185
2529.0,110.554,2.547,0.228,6.7345
2529.5,111.359,2.5393,0.225,6.555
2530.0,112.156,2.5323,0.226,6.376
2530.5,112.949,2.5224,0.233,6.2272
2531.0,113.066,2.5115,0.246,6.1501
2531.5,111.861,2.4986,0.258,6.1075
2532.0,109.75,2.4875,0.269,6.0645
2532.5,107.563,2.4918,0.265,6.0221
2533.0,106.753,2.5006,0.259,5.9795
2533.5,107.585,2.5134,0.256,5.9265
2534.0,109.598,2.5206,0.259,5.9357
2534.5,111.591,2.521,0.2599,6.0146
2535.0,112.852,2.5229,0.252,6.1092
2535.5,113.207,2.5239,0.253,6.2013
2536.0,112.67,2.5297,0.2509,6.1972
2536.5,112.14,2.5328,0.2481,6.1299
2537.0,111.166,2.5311,0.2501,6.0811
2537.5,109.762,2.5291,0.2521,6.0613
2538.0,108.409,2.5262,0.2541,6.0527
2538.5,110.474,2.5279,0.2561,6.0443
2539.0,112.788,2.5317,0.2571,6.0369
2539.5,114.336,2.532,0.2593,6.0287
2540.0,114.465,2.5292,0.2624,6.0209
2540.5,114.571,2.5271,0.2545,5.9997
2541.0,116.273,2.5242,0.2492,5.897
2541.5,118.264,2.5221,0.2516,5.7444
2542.0,120.239,2.5192,0.2587,5.5914
2542.5,124.265,2.5172,0.2656,5.4384
2543.0,129.34,2.5161,0.2717,5.2854
2543.5,134.094,2.5151,0.2781,5.1324
2544.0,134.409,2.5141,0.2779,4.9481
2544.5,127.116,2.5168,0.2688,4.8924
2545.0,118.557,2.5197,0.2587,4.9552
2545.5,115.359,2.5182,0.2491,5.0282
2546.0,113.686,2.5143,0.2436,5.1006
2546.5,120.336,2.5085,0.2483,5.1732
2547.0,120.944,2.5034,0.2572,5.2462
2547.5,117.626,2.4985,0.2649,5.3192
2548.0,114.525,2.4926,0.2697,5.3922
2548.5,114.434,2.4956,0.2677,5.4593
2549.0,114.261,2.5059,0.2658,5.4939
2549.5,114.082,2.516,0.265,5.5083
2550.0,113.908,2.5269,0.2619,5.5223
2550.5,115.237,2.5289,0.2482,5.5724
2551.0,118.015,2.5227,0.25,5.6723
2551.5,120.552,2.5202,0.2552,5.8277
2552.0,119.349,2.5218,0.261,5.8979
2552.5,117.807,2.5229,0.2658,5.8849
2553.0,118.809,2.5239,0.2688,5.8679
2553.5,120.014,2.5267,0.2673,5.8533
2554.0,118.773,2.5306,0.2643,5.9368
2554.5,116.784,2.5337,0.2615,6.0673
2555.0,115.138,2.5331,0.2593,6.1848
2555.5,115.624,2.533,0.2538,6.3023
2556.0,118.748,2.533,0.2437,6.4198
2556.5,124.146,2.533,0.2425,6.5414
2557.0,128.881,2.5321,0.247,6.5068
2557.5,124.94,2.532,0.2635,6.3338
