DEPT,GR,RHOB,NPHI,RD
2280.0,100.364,2.385,0.2971,5.3059
2280.5,100.034,2.3993,0.2789,5.0282
2281.0,99.698,2.4709,0.26,4.7514
2281.5,99.008,2.5027,0.2515,4.4747
2282.0,95.778,2.5281,0.2571,4.197
2282.5,94.008,2.5472,0.2681,3.9202
2283.0,93.576,2.5423,0.2802,3.6665
2283.5,93.187,2.5071,0.2932,3.5705
2284.0,90.696,2.4565,0.3048,3.4822
2284.5,87.556,2.4048,0.3031,3.3456
2285.0,86.796,2.3616,0.3042,3.1677
2285.5,87.914,2.334,0.3056,2.9781
2286.0,88.964,2.3311,0.3017,2.9162
2286.5,86.93,2.3902,0.3107,2.912
2287.0,86.097,2.4318,0.3167,2.912
2287.5,87.986,2.4495,0.2907,3.0401
2288.0,89.847,2.4465,0.3132,3.1917
2288.5,90.095,2.4137,0.3302,3.4418
2289.0,89.211,2.3712,0.3481,3.8884
2289.5,89.153,2.3233,0.3646,4.3681
2290.0,90.513,2.2909,0.3723,4.8478
2290.5,93.105,2.3117,0.3604,5.3433
2291.0,96.496,2.3574,0.3336,5.7291
2291.5,99.786,2.4148,0.3104,6.1072
2292.0,105.805,2.4648,0.3004,6.2443
2292.5,112.047,2.4906,0.2895,6.259
2293.0,114.398,2.5099,0.2795,6.2141
2293.5,115.943,2.525,0.2685,6.15
2294.0,114.608,2.5347,0.2585,6.102
2294.5,113.343,2.5391,0.2487,6.089
2295.0,112.094,2.5451,0.2421,6.0524
2295.5,110.818,2.5496,0.2451,6.1229
2296.0,109.423,2.5467,0.2471,6.4076
2296.5,113.388,2.5405,0.2503,6.7776
2297.0,118.078,2.5371,0.2583,7.1474
2297.5,121.753,2.5337,0.267,7.5167
2298.0,121.391,2.5374,0.2677,7.8861
2298.5,121.091,2.5388,0.2568,8.2561
2299.0,120.014,2.5385,0.2481,8.6275
2299.5,116.129,2.5426,0.2531,8.846
2300.0,112.32,2.5523,0.2571,9.0153
2300.5,108.558,2.5644,0.262,9.2714
2301.0,106.015,2.5683,0.2599,9.528
2301.5,107.356,2.549,0.2549,9.7846
2302.0,108.601,2.5147,0.25,10.0413
2302.5,109.84,2.5015,0.249,10.2772
2303.0,110.927,2.488,0.2531,10.4106
2303.5,110.211,2.4781,0.261,10.4386
2304.0,106.574,2.4742,0.267,10.4667
2304.5,103.009,2.4757,0.265,10.4947
2305.0,102.857,2.4797,0.261,10.5229
2305.5,102.757,2.4859,0.254,10.5508
